lsa,operator,technology,month,year,speed_mbps
Gujarat,JIO,4G,3,2025,0.6533203125
Haryana,JIO,4G,3,2025,3.779296875
Gujarat,AIRTEL,4G,3,2025,27.501953125
North East,JIO,4G,3,2025,17.1357421875
Haryana,JIO,4G,3,2025,8.9482421875
Madhya Pradesh,AIRTEL,4G,3,2025,2.884765625
Karnataka,JIO,4G,3,2025,8.9287109375
Madhya Pradesh,AIRTEL,4G,3,2025,24.4228515625
Madhya Pradesh,AIRTEL,4G,3,2025,0.3291015625
West Bengal,JIO,4G,3,2025,8.490234375
Haryana,JIO,4G,3,2025,55.943359375
Kerala,JIO,4G,3,2025,1.0966796875
Maharashtra,JIO,4G,3,2025,9.5224609375
Haryana,JIO,4G,3,2025,7.04296875
Karnataka,JIO,4G,3,2025,81.3544921875
Kerala,JIO,4G,3,2025,0.7490234375
Karnataka,JIO,4G,3,2025,81.1494140625
Karnataka,JIO,4G,3,2025,4.8330078125
Maharashtra,AIRTEL,4G,3,2025,3.7705078125
Karnataka,JIO,4G,3,2025,8.9921875
Haryana,JIO,4G,3,2025,78.9638671875
Haryana,JIO,4G,3,2025,81.0234375
Bihar,JIO,4G,3,2025,8.7421875
Gujarat,JIO,4G,3,2025,1.1298828125
Bihar,JIO,4G,3,2025,81.5859375
Kerala,CELLONE,3G,3,2025,0.3310546875
Haryana,JIO,4G,3,2025,8.904296875
UP West,JIO,4G,3,2025,3.7685546875
West Bengal,JIO,4G,3,2025,81.4951171875
West Bengal,JIO,4G,3,2025,81.359375
West Bengal,JIO,4G,3,2025,8.9365234375
Maharashtra,JIO,4G,3,2025,15.9560546875
UP West,CELLONE,4G,3,2025,22.767578125
Bihar,JIO,4G,3,2025,80.1435546875
Kolkata,Vi India,4G,3,2025,3.3681640625
Haryana,JIO,4G,3,2025,52.6123046875
West Bengal,JIO,4G,3,2025,8.865234375
West Bengal,JIO,4G,3,2025,72.4140625
UP East,JIO,4G,3,2025,1.03125
Himachal Pradesh,CELLONE,4G,3,2025,1.26171875
Tamil Nadu,AIRTEL,4G,3,2025,0.2353515625
UP West,JIO,4G,3,2025,2.0791015625
Maharashtra,JIO,4G,3,2025,7.7734375
Haryana,AIRTEL,4G,3,2025,5.1767578125
Himachal Pradesh,AIRTEL,4G,3,2025,27.47265625
Madhya Pradesh,Vi India,4G,3,2025,14.556640625
Haryana,JIO,4G,3,2025,81.671875
Haryana,JIO,4G,3,2025,85.1962890625
Andhra Pradesh,AIRTEL,4G,3,2025,16.30859375
Haryana,JIO,4G,3,2025,81.4482421875
Haryana,CELLONE,3G,3,2025,1.9912109375
Bihar,JIO,4G,3,2025,81.0517578125
Tamil Nadu,CELLONE,4G,3,2025,4.5439453125
Bihar,CELLONE,4G,3,2025,4.9345703125
Haryana,JIO,4G,3,2025,15.0244140625
Haryana,JIO,4G,3,2025,8.9501953125
UP West,AIRTEL,4G,3,2025,15.2080078125
Tamil Nadu,AIRTEL,4G,3,2025,0.5908203125
Tamil Nadu,CELLONE,4G,3,2025,1.8740234375
Bihar,JIO,4G,3,2025,80.37890625
Madhya Pradesh,JIO,4G,3,2025,4.599609375
Bihar,JIO,4G,3,2025,8.9599609375
Kerala,Vi India,4G,3,2025,20.8974609375
West Bengal,JIO,4G,3,2025,0.9580078125
Haryana,JIO,4G,3,2025,8.90625
Himachal Pradesh,CELLONE,4G,3,2025,2.146484375
UP West,JIO,4G,3,2025,5.0654296875
Haryana,JIO,4G,3,2025,4.435546875
Chennai,AIRTEL,4G,3,2025,22.5009765625
Karnataka,AIRTEL,4G,3,2025,17.6220703125
Tamil Nadu,CELLONE,4G,3,2025,2.60546875
Haryana,JIO,4G,3,2025,80.3701171875
Assam,JIO,4G,3,2025,14.5390625
Bihar,JIO,4G,3,2025,8.9658203125
Haryana,JIO,4G,3,2025,81.2392578125
Haryana,JIO,4G,3,2025,4.6328125
Maharashtra,AIRTEL,4G,3,2025,2.087890625
Rajasthan,JIO,4G,3,2025,5.4443359375
Bihar,JIO,4G,3,2025,8.8232421875
Haryana,JIO,4G,3,2025,8.11328125
Bihar,JIO,4G,3,2025,8.8935546875
Bihar,JIO,4G,3,2025,81.1572265625
Bihar,JIO,4G,3,2025,81.333984375
Kerala,JIO,4G,3,2025,16.04296875
Rajasthan,JIO,4G,3,2025,10.47265625
Gujarat,JIO,4G,3,2025,19.3359375
Tamil Nadu,JIO,4G,3,2025,18.6396484375
Haryana,JIO,4G,3,2025,10.6005859375
Madhya Pradesh,AIRTEL,4G,3,2025,19.94921875
Haryana,AIRTEL,4G,3,2025,0.9970703125
UP West,JIO,4G,3,2025,9.2685546875
Kolkata,JIO,4G,3,2025,21.388671875
Kerala,JIO,4G,3,2025,2.80859375
Haryana,JIO,4G,3,2025,7.71484375
Rajasthan,JIO,4G,3,2025,48.462890625
Orissa,JIO,4G,3,2025,5.4775390625
Punjab,AIRTEL,4G,3,2025,14.951171875
Gujarat,AIRTEL,4G,3,2025,3.2109375
Bihar,JIO,4G,3,2025,8.287109375
Haryana,JIO,4G,3,2025,80.203125
Bihar,JIO,4G,3,2025,79.7216796875
Kerala,AIRTEL,4G,3,2025,3.462890625
Orissa,AIRTEL,4G,3,2025,0.4951171875
Maharashtra,JIO,4G,3,2025,0.4873046875
Andhra Pradesh,CELLONE,4G,3,2025,4.921875
Bihar,JIO,4G,3,2025,4.7607421875
Maharashtra,JIO,4G,3,2025,16.234375
Haryana,AIRTEL,4G,3,2025,1.7509765625
Jammu & Kashmir,CELLONE,4G,3,2025,5.3974609375
Andhra Pradesh,JIO,4G,3,2025,0.904296875
Punjab,JIO,4G,3,2025,1.3779296875
Haryana,JIO,4G,3,2025,9.0654296875
UP West,AIRTEL,4G,3,2025,19.162109375
Haryana,AIRTEL,4G,3,2025,13.3935546875
Assam,JIO,4G,3,2025,3.9052734375
UP East,AIRTEL,4G,3,2025,36.9189453125
UP East,Vi India,4G,3,2025,0.13671875
Haryana,JIO,4G,3,2025,80.5263671875
Bihar,JIO,4G,3,2025,80.603515625
Bihar,JIO,4G,3,2025,80.21484375
Orissa,JIO,4G,3,2025,0.0576171875
Haryana,AIRTEL,4G,3,2025,13.4306640625
Bihar,JIO,4G,3,2025,81.4482421875
Haryana,JIO,4G,3,2025,2.2255859375
Bihar,JIO,4G,3,2025,9.0029296875
Bihar,JIO,4G,3,2025,8.86328125
Bihar,JIO,4G,3,2025,8.94140625
UP East,JIO,4G,3,2025,35.404296875
Haryana,JIO,4G,3,2025,8.240234375
UP East,JIO,4G,3,2025,0.36328125
Delhi,AIRTEL,4G,3,2025,2.1123046875
Delhi,AIRTEL,4G,3,2025,0.2568359375
Orissa,AIRTEL,4G,3,2025,4.3125
Haryana,JIO,4G,3,2025,17.96484375
UP West,AIRTEL,4G,3,2025,28.6357421875
Haryana,JIO,4G,3,2025,0.244140625
Bihar,JIO,4G,3,2025,9.0107421875
Tamil Nadu,CELLONE,4G,3,2025,1.3173828125
Andhra Pradesh,CELLONE,3G,3,2025,2.3857421875
Orissa,CELLONE,4G,3,2025,22.45703125
Haryana,AIRTEL,4G,3,2025,15.603515625
Assam,JIO,4G,3,2025,0.095703125
Rajasthan,CELLONE,4G,3,2025,5.4755859375
West Bengal,JIO,4G,3,2025,1.4833984375
Andhra Pradesh,Vi India,4G,3,2025,4.03125
Bihar,JIO,4G,3,2025,5.515625
Haryana,AIRTEL,4G,3,2025,25.2841796875
UP East,Vi India,4G,3,2025,18.310546875
Rajasthan,CELLONE,4G,3,2025,8.9140625
Haryana,AIRTEL,4G,3,2025,34.3271484375
Madhya Pradesh,JIO,4G,3,2025,1.2216796875
Madhya Pradesh,AIRTEL,4G,3,2025,17.3603515625
UP West,JIO,4G,3,2025,29.6826171875
Andhra Pradesh,AIRTEL,4G,3,2025,1.703125
Haryana,JIO,4G,3,2025,10.4521484375
UP East,Vi India,4G,3,2025,0.0078125
Haryana,JIO,4G,3,2025,1.7138671875
Haryana,CELLONE,4G,3,2025,5.1259765625
Maharashtra,CELLONE,3G,3,2025,3.0458984375
Maharashtra,CELLONE,3G,3,2025,0.634765625
Chennai,AIRTEL,4G,3,2025,12.53125
Himachal Pradesh,CELLONE,4G,3,2025,10.0888671875
Maharashtra,JIO,4G,3,2025,29.6640625
Haryana,AIRTEL,4G,3,2025,2.146484375
Haryana,AIRTEL,4G,3,2025,25.078125
Punjab,JIO,4G,3,2025,27.1015625
Chennai,JIO,4G,3,2025,14.4912109375
Rajasthan,AIRTEL,4G,3,2025,0.8115234375
Haryana,AIRTEL,4G,3,2025,32.5517578125
UP East,AIRTEL,4G,3,2025,139.94921875
Haryana,JIO,4G,3,2025,24.7802734375
Maharashtra,JIO,4G,3,2025,11.5126953125
Haryana,JIO,4G,3,2025,0.1767578125
Tamil Nadu,JIO,4G,3,2025,3.00390625
Haryana,JIO,4G,3,2025,19.3388671875
Andhra Pradesh,AIRTEL,4G,3,2025,30.697265625
North East,Vi India,4G,3,2025,7.6640625
North East,JIO,4G,3,2025,2.4609375
Andhra Pradesh,CELLONE,4G,3,2025,1.84375
Madhya Pradesh,JIO,4G,3,2025,3.0517578125
Andhra Pradesh,CELLONE,4G,3,2025,2.2587890625
UP East,JIO,4G,3,2025,5.40234375
Orissa,Vi India,4G,3,2025,5.3642578125
Mumbai,Vi India,4G,3,2025,27.8154296875
UP East,CELLONE,4G,3,2025,13.2822265625
Orissa,AIRTEL,4G,3,2025,29.6748046875
Bihar,AIRTEL,4G,3,2025,84.1923828125
Haryana,JIO,4G,3,2025,8.2001953125
Andhra Pradesh,CELLONE,4G,3,2025,2.1689453125
Karnataka,CELLONE,4G,3,2025,7.1728515625
Andhra Pradesh,AIRTEL,4G,3,2025,25.5908203125
Assam,JIO,4G,3,2025,9.037109375
Chennai,AIRTEL,4G,3,2025,16.7158203125
Haryana,JIO,4G,3,2025,0.44140625
Delhi,AIRTEL,4G,3,2025,11.7138671875
UP East,JIO,4G,3,2025,8.6201171875
Haryana,JIO,4G,3,2025,41.6298828125
Haryana,AIRTEL,4G,3,2025,21.4208984375
North East,JIO,4G,3,2025,2.9755859375
Tamil Nadu,AIRTEL,4G,3,2025,35.9296875
UP West,CELLONE,4G,3,2025,8.72265625
Haryana,JIO,4G,3,2025,21.0654296875
Karnataka,AIRTEL,4G,3,2025,27.9248046875
Rajasthan,CELLONE,3G,3,2025,1.4892578125
Punjab,AIRTEL,4G,3,2025,10.033203125
Delhi,Vi India,4G,3,2025,2.3251953125
Haryana,JIO,4G,3,2025,10.5556640625
Maharashtra,JIO,4G,3,2025,23.5751953125
Haryana,JIO,4G,3,2025,1.2763671875
Rajasthan,AIRTEL,4G,3,2025,30.001953125
Karnataka,JIO,4G,3,2025,2.251953125
Haryana,AIRTEL,4G,3,2025,3.564453125
Haryana,AIRTEL,4G,3,2025,23.015625
Madhya Pradesh,JIO,4G,3,2025,21.8212890625
Maharashtra,JIO,4G,3,2025,8.693359375
UP East,JIO,4G,3,2025,8.7890625
Punjab,CELLONE,4G,3,2025,21.6787109375
Punjab,JIO,4G,3,2025,10.412109375
Punjab,JIO,4G,3,2025,5.4423828125
Andhra Pradesh,CELLONE,4G,3,2025,6.0634765625
Kerala,JIO,4G,3,2025,2.9482421875
Haryana,JIO,4G,3,2025,12.6357421875
UP East,CELLONE,4G,3,2025,3.6640625
Tamil Nadu,JIO,4G,3,2025,10.37109375
Andhra Pradesh,Vi India,4G,3,2025,32.8779296875
Kolkata,JIO,4G,3,2025,0.6982421875
Tamil Nadu,JIO,4G,3,2025,17.1533203125
Rajasthan,CELLONE,3G,3,2025,7.859375
Rajasthan,CELLONE,3G,3,2025,1.7939453125
Bihar,AIRTEL,4G,3,2025,22.7978515625
Rajasthan,CELLONE,3G,3,2025,3.28515625
Maharashtra,AIRTEL,4G,3,2025,3.384765625
UP East,JIO,4G,3,2025,2.3759765625
Madhya Pradesh,AIRTEL,4G,3,2025,10.8349609375
Haryana,AIRTEL,4G,3,2025,1.8681640625
Kerala,CELLONE,4G,3,2025,10.60546875
Madhya Pradesh,JIO,4G,3,2025,0.1533203125
UP East,CELLONE,3G,3,2025,4.1484375
Chennai,AIRTEL,4G,3,2025,0.2998046875
UP West,AIRTEL,4G,3,2025,2.0732421875
Maharashtra,AIRTEL,4G,3,2025,9.2080078125
Haryana,AIRTEL,4G,3,2025,8.908203125
Madhya Pradesh,Vi India,4G,3,2025,19.6123046875
Orissa,CELLONE,4G,3,2025,12.1806640625
Punjab,CELLONE,4G,3,2025,6.611328125
Haryana,JIO,4G,3,2025,28.98828125
Andhra Pradesh,AIRTEL,4G,3,2025,0.8369140625
Haryana,AIRTEL,4G,3,2025,20.0517578125
Punjab,JIO,4G,3,2025,38.1826171875
Andhra Pradesh,Vi India,4G,3,2025,4.6640625
Tamil Nadu,Vi India,4G,3,2025,3.951171875
Andhra Pradesh,AIRTEL,4G,3,2025,1.95703125
Bihar,JIO,4G,3,2025,2.00390625
Kerala,Vi India,4G,3,2025,4.1220703125
Haryana,AIRTEL,4G,3,2025,7.060546875
Himachal Pradesh,JIO,4G,3,2025,2.2890625
Haryana,JIO,4G,3,2025,0.056640625
Andhra Pradesh,AIRTEL,4G,3,2025,15.0439453125
Kolkata,Vi India,4G,3,2025,2.8916015625
Assam,JIO,4G,3,2025,5.546875
Maharashtra,Vi India,4G,3,2025,3.181640625
Kolkata,JIO,4G,3,2025,3.4990234375
Kerala,AIRTEL,4G,3,2025,10.0859375
Mumbai,AIRTEL,4G,3,2025,8.4189453125
Haryana,AIRTEL,4G,3,2025,16.3974609375
Delhi,JIO,4G,3,2025,13.6796875
Kerala,AIRTEL,4G,3,2025,23.11328125
Bihar,JIO,4G,3,2025,1.802734375
UP East,JIO,4G,3,2025,5.18359375
UP West,AIRTEL,4G,3,2025,9.30859375
Andhra Pradesh,AIRTEL,4G,3,2025,25.1181640625
Andhra Pradesh,JIO,4G,3,2025,39.4921875
Delhi,JIO,4G,3,2025,0.251953125
Maharashtra,AIRTEL,4G,3,2025,3.9443359375
Maharashtra,Vi India,4G,3,2025,1.9013671875
UP East,AIRTEL,4G,3,2025,15.96875
Kerala,AIRTEL,4G,3,2025,1.2041015625
Assam,AIRTEL,4G,3,2025,1.677734375
UP East,AIRTEL,4G,3,2025,145.7119140625
Rajasthan,JIO,4G,3,2025,19.193359375
Orissa,JIO,4G,3,2025,4.9814453125
Bihar,JIO,4G,3,2025,13.908203125
Haryana,JIO,4G,3,2025,31.3056640625
Haryana,JIO,4G,3,2025,5.958984375
Punjab,Vi India,4G,3,2025,6.4658203125
Andhra Pradesh,AIRTEL,4G,3,2025,5.9208984375
UP East,AIRTEL,4G,3,2025,84.00390625
Karnataka,JIO,4G,3,2025,10.04296875
Haryana,AIRTEL,4G,3,2025,50.1396484375
Haryana,JIO,4G,3,2025,31.5400390625
Rajasthan,JIO,4G,3,2025,35.4033203125
Andhra Pradesh,CELLONE,4G,3,2025,4.603515625
Haryana,AIRTEL,4G,3,2025,14.306640625
UP East,JIO,4G,3,2025,27.986328125
West Bengal,JIO,4G,3,2025,12.833984375
Delhi,JIO,4G,3,2025,0.4990234375
Andhra Pradesh,AIRTEL,4G,3,2025,5.53125
Karnataka,AIRTEL,4G,3,2025,5.24609375
Maharashtra,JIO,4G,3,2025,5.140625
Gujarat,JIO,4G,3,2025,3.8818359375
Haryana,JIO,4G,3,2025,19.4560546875
Haryana,AIRTEL,4G,3,2025,51.8046875
Haryana,JIO,4G,3,2025,44.421875
Haryana,AIRTEL,4G,3,2025,55.14453125
Kolkata,JIO,4G,3,2025,2.6982421875
Kolkata,CELLONE,4G,3,2025,4.5234375
Haryana,JIO,4G,3,2025,18.3271484375
Bihar,JIO,4G,3,2025,0.083984375
Kolkata,JIO,4G,3,2025,12.2939453125
Madhya Pradesh,AIRTEL,4G,3,2025,1.9296875
Maharashtra,AIRTEL,4G,3,2025,4.0625
Kerala,AIRTEL,4G,3,2025,0.5634765625
Kolkata,Vi India,4G,3,2025,9.7451171875
Assam,Vi India,4G,3,2025,3.2998046875
Haryana,JIO,4G,3,2025,1.6669921875
Orissa,Vi India,4G,3,2025,14.8984375
West Bengal,CELLONE,4G,3,2025,3.693359375
Kerala,AIRTEL,4G,3,2025,21.0361328125
Kolkata,CELLONE,4G,3,2025,4.6044921875
Tamil Nadu,CELLONE,4G,3,2025,1.0048828125
Haryana,JIO,4G,3,2025,0.2802734375
Rajasthan,Vi India,4G,3,2025,7.0498046875
Maharashtra,JIO,4G,3,2025,3.5390625
Maharashtra,JIO,4G,3,2025,7.0693359375
Bihar,JIO,4G,3,2025,1.8984375
Andhra Pradesh,JIO,4G,3,2025,13.69140625
West Bengal,JIO,4G,3,2025,0.296875
Haryana,JIO,4G,3,2025,17.0947265625
Haryana,JIO,4G,3,2025,44.908203125
North East,AIRTEL,4G,3,2025,26.4951171875
Maharashtra,AIRTEL,4G,3,2025,2.03515625
Haryana,AIRTEL,4G,3,2025,4.9140625
Gujarat,JIO,4G,3,2025,9.6552734375
Haryana,AIRTEL,4G,3,2025,9.19140625
Bihar,JIO,4G,3,2025,12.2333984375
Kerala,CELLONE,4G,3,2025,8.9716796875
Himachal Pradesh,JIO,4G,3,2025,0.662109375
Tamil Nadu,JIO,4G,3,2025,32.38671875
Orissa,AIRTEL,4G,3,2025,1.361328125
Delhi,JIO,4G,3,2025,5.484375
Delhi,JIO,4G,3,2025,0.1357421875
Madhya Pradesh,Vi India,4G,3,2025,5.689453125
Maharashtra,JIO,4G,3,2025,5.70703125
Assam,JIO,4G,3,2025,10.9619140625
Haryana,AIRTEL,4G,3,2025,33.927734375
Maharashtra,JIO,4G,3,2025,2.1865234375
Rajasthan,CELLONE,4G,3,2025,4.6328125
Tamil Nadu,JIO,4G,3,2025,4.2626953125
Orissa,CELLONE,4G,3,2025,2.4453125
Maharashtra,Vi India,4G,3,2025,0.447265625
Punjab,CELLONE,4G,3,2025,0.3828125
UP West,AIRTEL,4G,3,2025,0.0712890625
UP East,AIRTEL,4G,3,2025,2.0615234375
Haryana,JIO,4G,3,2025,37.033203125
Haryana,JIO,4G,3,2025,2.6044921875
Kerala,Vi India,4G,3,2025,0.2109375
Kerala,Vi India,4G,3,2025,1.23046875
Kerala,CELLONE,4G,3,2025,3.095703125
Maharashtra,JIO,4G,3,2025,22.0244140625
Haryana,AIRTEL,4G,3,2025,8.73046875
Orissa,JIO,4G,3,2025,6.826171875
UP East,JIO,4G,3,2025,14.271484375
Kerala,CELLONE,4G,3,2025,0.3994140625
Delhi,Vi India,4G,3,2025,1.9072265625
Kolkata,Vi India,4G,3,2025,0.3095703125
Tamil Nadu,Vi India,4G,3,2025,0.365234375
Haryana,AIRTEL,4G,3,2025,53.484375
Haryana,AIRTEL,4G,3,2025,13.810546875
Orissa,AIRTEL,4G,3,2025,1.0146484375
Haryana,AIRTEL,4G,3,2025,19.638671875
Haryana,JIO,4G,3,2025,13.9716796875
Haryana,JIO,4G,3,2025,0.16796875
Haryana,AIRTEL,4G,3,2025,6.6162109375
Haryana,AIRTEL,4G,3,2025,48.5048828125
Bihar,AIRTEL,4G,3,2025,1.2177734375
Haryana,AIRTEL,4G,3,2025,0.248046875
Haryana,JIO,4G,3,2025,8.3291015625
Haryana,JIO,4G,3,2025,1.5009765625
Haryana,JIO,4G,3,2025,1.84765625
Haryana,AIRTEL,4G,3,2025,3.6357421875
Tamil Nadu,AIRTEL,4G,3,2025,8.0703125
Haryana,AIRTEL,4G,3,2025,10.1416015625
West Bengal,Vi India,4G,3,2025,25.54296875
Haryana,JIO,4G,3,2025,2.0322265625
Delhi,AIRTEL,4G,3,2025,49.8388671875
Haryana,AIRTEL,4G,3,2025,0.3447265625
Haryana,JIO,4G,3,2025,9.046875
Haryana,AIRTEL,4G,3,2025,7.658203125
Haryana,JIO,4G,3,2025,18.962890625
Rajasthan,JIO,4G,3,2025,1.7236328125
Haryana,JIO,4G,3,2025,5.53125
Bihar,JIO,4G,3,2025,17.5693359375
West Bengal,Vi India,4G,3,2025,37.8505859375
Haryana,JIO,4G,3,2025,4.3291015625
Haryana,AIRTEL,4G,3,2025,67.04296875
Rajasthan,CELLONE,3G,3,2025,6.07421875
Haryana,JIO,4G,3,2025,0.9638671875
Haryana,AIRTEL,4G,3,2025,0.7099609375
Haryana,JIO,4G,3,2025,5.2705078125
Haryana,AIRTEL,4G,3,2025,39.642578125
Haryana,AIRTEL,4G,3,2025,1.2802734375
Haryana,AIRTEL,4G,3,2025,19.650390625
Delhi,AIRTEL,4G,3,2025,30.4140625
Haryana,JIO,4G,3,2025,9.4736328125
Haryana,AIRTEL,4G,3,2025,5.791015625
Haryana,AIRTEL,4G,3,2025,2.890625
Madhya Pradesh,AIRTEL,4G,3,2025,11.6083984375
Haryana,AIRTEL,4G,3,2025,4.9208984375
Rajasthan,JIO,4G,3,2025,18.1513671875
Haryana,AIRTEL,4G,3,2025,4.421875
Haryana,AIRTEL,4G,3,2025,0.14453125
Haryana,JIO,4G,3,2025,4.2822265625
Haryana,AIRTEL,4G,3,2025,10.177734375
Haryana,AIRTEL,4G,3,2025,0.55078125
Haryana,AIRTEL,4G,3,2025,38.6787109375
Haryana,JIO,4G,3,2025,16.591796875
Haryana,AIRTEL,4G,3,2025,2.08984375
Haryana,AIRTEL,4G,3,2025,8.2177734375
Haryana,JIO,4G,3,2025,9.0673828125
Haryana,JIO,4G,3,2025,25.642578125
UP East,JIO,4G,3,2025,32.7705078125
Haryana,AIRTEL,4G,3,2025,0.501953125
Haryana,JIO,4G,3,2025,28.5654296875
UP East,JIO,4G,3,2025,9.31640625
Haryana,AIRTEL,4G,3,2025,19.1181640625
Haryana,AIRTEL,4G,3,2025,23.294921875
Madhya Pradesh,AIRTEL,4G,3,2025,0.4248046875
Haryana,JIO,4G,3,2025,3.423828125
Haryana,AIRTEL,4G,3,2025,5.294921875
Haryana,AIRTEL,4G,3,2025,10.5703125
Haryana,JIO,4G,3,2025,0.1923828125
Himachal Pradesh,AIRTEL,4G,3,2025,10.5390625
Haryana,JIO,4G,3,2025,1.8115234375
Haryana,AIRTEL,4G,3,2025,21.4521484375
Haryana,JIO,4G,3,2025,28.767578125
Haryana,JIO,4G,3,2025,10.2353515625
Haryana,AIRTEL,4G,3,2025,0.2236328125
Kolkata,AIRTEL,4G,3,2025,18.14453125
Haryana,JIO,4G,3,2025,27.2919921875
Haryana,AIRTEL,4G,3,2025,31.9912109375
Haryana,AIRTEL,4G,3,2025,6.62890625
Tamil Nadu,AIRTEL,4G,3,2025,69.1123046875
Madhya Pradesh,AIRTEL,4G,3,2025,1.626953125
Haryana,AIRTEL,4G,3,2025,2.0947265625
Haryana,AIRTEL,4G,3,2025,0.3994140625
Haryana,JIO,4G,3,2025,0.4443359375
Haryana,AIRTEL,4G,3,2025,1.7265625
Bihar,AIRTEL,4G,3,2025,19.5810546875
Haryana,AIRTEL,4G,3,2025,7.6796875
Haryana,AIRTEL,4G,3,2025,7.3251953125
Haryana,AIRTEL,4G,3,2025,9.818359375
Haryana,AIRTEL,4G,3,2025,0.3662109375
Haryana,AIRTEL,4G,3,2025,0.109375
Haryana,JIO,4G,3,2025,0.1181640625
Haryana,AIRTEL,4G,3,2025,0.4716796875
Haryana,JIO,4G,3,2025,27.7265625
Haryana,AIRTEL,4G,3,2025,7.1884765625
Haryana,AIRTEL,4G,3,2025,5.6181640625
Haryana,AIRTEL,4G,3,2025,4.498046875
Haryana,AIRTEL,4G,3,2025,20.17578125
Orissa,AIRTEL,4G,3,2025,0.611328125
Haryana,JIO,4G,3,2025,1.3671875
Haryana,AIRTEL,4G,3,2025,49.4140625
Haryana,JIO,4G,3,2025,6.703125
Haryana,JIO,4G,3,2025,12.275390625
Punjab,JIO,4G,3,2025,6.8955078125
Haryana,AIRTEL,4G,3,2025,1.4541015625
Madhya Pradesh,JIO,4G,3,2025,5.8388671875
Kerala,JIO,4G,3,2025,2.4443359375
Haryana,JIO,4G,3,2025,15.6201171875
Punjab,JIO,4G,3,2025,27.921875
Haryana,AIRTEL,4G,3,2025,21.7080078125
Haryana,JIO,4G,3,2025,0.134765625
Punjab,JIO,4G,3,2025,8.5654296875
Haryana,AIRTEL,4G,3,2025,35.9677734375
Haryana,JIO,4G,3,2025,26.8876953125
Haryana,JIO,4G,3,2025,0.275390625
Haryana,JIO,4G,3,2025,2.1201171875
Tamil Nadu,AIRTEL,4G,3,2025,10.7373046875
Punjab,JIO,4G,3,2025,10.232421875
Haryana,AIRTEL,4G,3,2025,15.4287109375
Haryana,JIO,4G,3,2025,0.1484375
Haryana,AIRTEL,4G,3,2025,45.8798828125
Haryana,JIO,4G,3,2025,1.4345703125
Haryana,AIRTEL,4G,3,2025,16.0673828125
Haryana,JIO,4G,3,2025,51.3876953125
Orissa,JIO,4G,3,2025,3.884765625
Haryana,AIRTEL,4G,3,2025,0.494140625
Haryana,JIO,4G,3,2025,14.2802734375
Haryana,AIRTEL,4G,3,2025,27.4287109375
Haryana,JIO,4G,3,2025,17.998046875
Madhya Pradesh,Vi India,4G,3,2025,21.947265625
Gujarat,JIO,4G,3,2025,17.1455078125
Haryana,JIO,4G,3,2025,15.701171875
Punjab,JIO,4G,3,2025,7.7529296875
Haryana,AIRTEL,4G,3,2025,13.9501953125
Kerala,JIO,4G,3,2025,0.439453125
Haryana,JIO,4G,3,2025,8.3291015625
Haryana,AIRTEL,4G,3,2025,1.4716796875
Haryana,AIRTEL,4G,3,2025,16.08203125
Haryana,AIRTEL,4G,3,2025,0.712890625
Bihar,JIO,4G,3,2025,4.580078125
Haryana,AIRTEL,4G,3,2025,0.478515625
Haryana,JIO,4G,3,2025,0.685546875
Haryana,AIRTEL,4G,3,2025,4.931640625
Haryana,JIO,4G,3,2025,38.4912109375
Haryana,JIO,4G,3,2025,10.0927734375
Haryana,JIO,4G,3,2025,35.2646484375
Haryana,AIRTEL,4G,3,2025,25.087890625
Haryana,AIRTEL,4G,3,2025,26.279296875
Punjab,JIO,4G,3,2025,7.1025390625
Haryana,JIO,4G,3,2025,41.1884765625
Haryana,JIO,4G,3,2025,8.1220703125
Haryana,AIRTEL,4G,3,2025,1.41015625
Haryana,JIO,4G,3,2025,1.5478515625
Haryana,JIO,4G,3,2025,5.7646484375
Haryana,AIRTEL,4G,3,2025,0.57421875
Haryana,AIRTEL,4G,3,2025,24.8125
Haryana,AIRTEL,4G,3,2025,0.6279296875
Haryana,AIRTEL,4G,3,2025,8.044921875
Haryana,AIRTEL,4G,3,2025,16.2646484375
Haryana,AIRTEL,4G,3,2025,1.810546875
Haryana,JIO,4G,3,2025,1.5
Mumbai,JIO,4G,3,2025,22.6396484375
Haryana,JIO,4G,3,2025,21.177734375
Andhra Pradesh,JIO,4G,3,2025,0.2294921875
Haryana,AIRTEL,4G,3,2025,8.4619140625
Haryana,AIRTEL,4G,3,2025,39.443359375
Tamil Nadu,AIRTEL,4G,3,2025,19.5751953125
Haryana,JIO,4G,3,2025,1.5927734375
Haryana,JIO,4G,3,2025,1.244140625
Punjab,JIO,4G,3,2025,8.2138671875
Assam,JIO,4G,3,2025,4.26953125
Assam,JIO,4G,3,2025,9.6533203125
Mumbai,Vi India,4G,3,2025,9.7802734375
West Bengal,JIO,4G,3,2025,2.333984375
Haryana,AIRTEL,4G,3,2025,17.7724609375
West Bengal,JIO,4G,3,2025,12.345703125
Bihar,JIO,4G,3,2025,16.580078125
Bihar,JIO,4G,3,2025,5.228515625
Assam,JIO,4G,3,2025,6.255859375
Bihar,JIO,4G,3,2025,8.947265625
Haryana,AIRTEL,4G,3,2025,0.4580078125
Bihar,JIO,4G,3,2025,4.2958984375
Haryana,AIRTEL,4G,3,2025,69.28125
Haryana,JIO,4G,3,2025,1.58984375
Haryana,JIO,4G,3,2025,0.4150390625
